"데이터기준일자","행정동","설치 수","도로명주소","설치목적","카메라화소수","보관일수","관리기관 전화번호","위도","경도"
"2023-05-17","번1동","1","서울특별시 강북구 덕릉로41길 85","생활방범","200","30","02-901-7266","37.63793","127.0283"
"2023-05-17","번2동","1","서울특별시 강북구 오현로 165-5","생활방범","200","30","02-901-7266","37.62717","127.0371"
"2023-05-17","삼양동","1","서울특별시 강북구 솔샘로35길 14","생활방범","200","30","02-901-7266","37.62085","127.0148"
"2023-05-17","삼양동","1","서울특별시 강북구 솔샘로35길 14","생활방범","200","30","02-901-7266","37.62085","127.0148"
"2023-05-17","삼양동","1","서울특별시 강북구 솔샘로35길 14","생활방범","200","30","02-901-7266","37.62085","127.0148"
"2023-05-17","미아동","1","서울특별시 강북구 도봉로53길 7 ?","생활방범","200","30","02-901-7266","37.62682","127.0252"
"2023-05-17","미아동","1","서울특별시 강북구 도봉로53길 7 ?","생활방범","200","30","02-901-7266","37.62682","127.0252"
"2023-05-17","송중동","1","서울특별시 강북구 오패산로52길 29","생활방범","200","30","02-901-7266","37.62408","127.0321"
"2023-05-17","송중동","1","서울특별시 강북구 오패산로30길 75","생활방범","200","30","02-901-7266","37.6167","127.0353"
"2023-05-17","송중동","1","서울특별시 강북구 오패산로30길 75","생활방범","360","30","02-901-7266","37.6167","127.0353"
"2023-05-17","송중동","1","서울특별시 강북구 오패산로30길 75","생활방범","200","30","02-901-7266","37.6167","127.0353"
"2023-05-17","송천동","1","서울특별시 강북구 솔샘로60길 13-22","생활방범","200","30","02-901-7266","37.61687","127.0251"
"2023-05-17","송천동","1","서울특별시 강북구 솔샘로53길 14","생활방범","200","30","02-901-7266","37.61946","127.0227"
"2023-05-17","삼양동","1","서울특별시 강북구 솔매로 22길 19","생활방범","200","30","02-901-7266","37.62483","127.017"
"2023-05-17","삼양동","1","서울특별시 강북구 솔매로 22길 19","생활방범","200","30","02-901-7266","37.62483","127.017"
"2023-05-17","삼양동","1","서울특별시 강북구 솔매로 22길 19","생활방범","200","30","02-901-7266","37.62483","127.017"
"2023-05-17","번1동","1","서울특별시 강북구 한천로129길 30","생활방범","200","30","02-901-7266","37.63673","127.0288"
"2023-05-17","번1동","1","서울특별시 강북구 한천로129길 30","생활방범","200","30","02-901-7266","37.63673","127.0288"
"2023-05-17","번1동","1","서울특별시 강북구 한천로129길 30","생활방범","200","30","02-901-7266","37.63673","127.0288"
"2023-05-17","번1동","1","서울특별시 강북구 한천로129길 30","생활방범","200","30","02-901-7266","37.63673","127.0288"
"2023-05-17","번1동","1","서울특별시 강북구 한천로129길 30","생활방범","360","30","02-901-7266","37.63673","127.0288"
"2023-05-17","번2동","1","서울특별시 강북구 덕릉로42길 53","생활방범","200","30","02-901-7266","37.63294","127.0316"
"2023-05-17","번2동","1","서울특별시 강북구 덕릉로42길 53","생활방범","200","30","02-901-7266","37.63294","127.0316"
"2023-05-17","번2동","1","서울특별시 강북구 덕릉로42길 53","생활방범","200","30","02-901-7266","37.63294","127.0316"
"2023-05-17","번3동","1","서울특별시 강북구 한천로109가길 19","생활방범","200","30","02-901-7266","37.62774","127.0432"
"2023-05-17","수유1동","1","서울특별시 강북구 인수봉로40길 16","생활방범","200","30","02-901-7266","37.63206","127.0145"
"2023-05-17","수유1동","1","서울특별시 강북구 인수봉로40길 16","생활방범","200","30","02-901-7266","37.63206","127.0145"
"2023-05-17","수유1동","1","서울특별시 강북구 인수봉로34길 20","생활방범","200","30","02-901-7266","37.63106","127.0149"
"2023-05-17","수유1동","1","서울특별시 강북구 인수봉로34길 20","생활방범","200","30","02-901-7266","37.63106","127.0149"
"2023-05-17","수유2동","1","서울특별시 강북구 삼양로112길 5","생활방범","200","30","02-901-7266","37.6424","127.017"
"2023-05-17","수유2동","1","서울특별시 강북구 노해로35길 61","생활방범","200","30","02-901-7266","37.64789","127.0223"
"2023-05-17","수유3동","1","서울특별시 강북구 한천로148길 17","생활방범","200","30","02-901-7266","37.64272","127.0243"
"2023-05-17","수유3동","1","서울특별시 강북구 삼각산로28길 33","생활방범","200","30","02-901-7266","37.63946","127.02"
"2023-05-17","우이동","1","서울특별시 강북구 삼양로123길 36","생활방범","200","30","02-901-7266","37.64467","127.0138"
"2023-05-17","인수동","1","서울특별시 강북구 인수봉로68길 41","생활방범","200","30","02-901-7266","37.64122","127.0136"
"2023-05-17","인수동","1","서울특별시 강북구 삼양로91길 34","생활방범","200","30","02-901-7266","37.63707","127.0152"
"2023-05-17","우이동","1","서울특별시 강북구 삼양로169길 11","생활방범","200","30","02-901-7266","37.66122","127.0127"
"2023-05-17","우이동","1","서울특별시 강북구 삼양로169길 11","생활방범","360","30","02-901-7266","37.66122","127.0127"
"2023-05-17","우이동","1","서울특별시 강북구 삼양로169길 11","생활방범","200","30","02-901-7266","37.66122","127.0127"
"2023-05-17","우이동","1","서울특별시 강북구 삼양로169길 11","생활방범","200","30","02-901-7266","37.66122","127.0127"
"2023-05-17","우이동","1","서울특별시 강북구 삼양로169길 11","생활방범","200","30","02-901-7266","37.66122","127.0127"
"2023-05-17","번2동","1","서울특별시 강북구 오현로21길 84","생활방범","200","30","02-901-7266","37.62513","127.0338"
"2023-05-17","번2동","1","서울특별시 강북구 오현로21길 84","교통단속","200","30","02-901-7266","37.6251","127.0337"
"2023-05-17","번2동","1","서울특별시 강북구 오현로21길 84","생활방범","200","30","02-901-7266","37.62507","127.0331"
"2023-05-17","번2동","1","서울특별시 강북구 오현로21길 84","교통단속","200","30","02-901-7266","37.62502","127.0331"
"2023-05-17","번2동","1","서울특별시 강북구 오현로21길 84","생활방범","200","30","02-901-7266","37.62485","127.0333"
"2023-05-17","번2동","1","서울특별시 강북구 오현로21길 84","교통단속","200","30","02-901-7266","37.62485","127.0332"
"2023-05-17","우이동","1","서울특별시 강북구 솔밭근린공원(남측 출입구)","생활방범","200","30","02-901-7266","37.65174","127.0119"
"2023-05-17","우이동","1","서울특별시 강북구 솔밭근린공원(광장 입구)","생활방범","200","30","02-901-7266","37.65211","127.0122"
"2023-05-17","우이동","1","서울특별시 강북구 솔밭근린공원(북서측 출입구)","생활방범","200","30","02-901-7266","37.6532","127.0111"
"2023-05-17","우이동","1","서울특별시 강북구 솔밭근린공원(북서측 출입구)","생활방범","900","30","02-901-7266","37.65317","127.0111"
"2023-05-17","우이동","1","서울특별시 강북구 솔밭근린공원(배드민턴장 입구)","생활방범","200","30","02-901-7266","37.6537","127.0122"
"2023-05-17","우이동","1","서울특별시 강북구 솔밭근린공원(관리사무실 뒤)","생활방범","200","30","02-901-7266","37.65295","127.0122"
"2023-05-17","번1동","1","서울특별시 강북구 덕릉로41길 96","생활방범","200","30","02-901-7266","37.63835","127.0281"
"2023-05-17","번1동","1","서울특별시 강북구 오패산로67길 56","생활방범","200","30","02-901-7266","37.63571","127.0249"
"2023-05-17","번2동","1","서울특별시 강북구 오현로35길 140","생활방범","200","30","02-901-7266","37.6337","127.0347"
"2023-05-17","번2동","1","서울특별시 강북구 오현로 207","생활방범","200","30","02-901-7266","37.62986","127.0399"
"2023-05-17","번1동","1","서울특별시 강북구 덕릉로52길 43","생활방범","200","30","02-901-7266","37.63531","127.0377"
"2023-05-17","송천동","1","서울특별시 강북구 솔샘로 286","생활방범","200","30","02-901-7266","37.61826","127.0242"
"2023-05-17","미아동","1","서울특별시 강북구 솔매로41길 48","생활방범","200","30","02-901-7266","37.62762","127.0231"
"2023-05-17","수유3동","1","서울특별시 강북구 도봉로 95길 48","생활방범","200","30","02-901-7266","37.64232","127.0269"
"2023-05-17","수유1동","1","서울특별시 강북구 삼양로77길 8","생활방범","200","30","02-901-7266","37.6305","127.0173"
"2023-05-17","수유1동","1","서울특별시 강북구 덕릉로24길 48","생활방범","200","30","02-901-7266","37.63311","127.0207"
"2023-05-17","번3동","1","서울특별시 강북구 월계로37길 124","생활방범","200","30","02-901-7266","37.62741","127.0444"
"2023-05-17","번3동","1","서울특별시 강북구 월계로37길 134(맞은편 공원)","생활방범","740","30","02-901-7266","37.62744","127.0443"
"2023-05-17","삼양동","1","서울특별시 강북구 북한산도시자연공원","생활방범","200","30","02-901-7266","37.6228","127.0117"
"2023-05-17","삼양동","1","서울특별시 강북구 북한산도시자연공원","생활방범","200","30","02-901-7266","37.62296","127.0128"
"2023-05-17","송중동","1","서울특별시 강북구 도봉로8길 8","교통단속","200","30","02-901-7266","37.61286","127.0305"
"2023-05-17","송중동","1","서울특별시 강북구 도봉로8길 38","교통단속","200","30","02-901-7266","37.61216","127.0319"
"2023-05-17","송중동","1","서울특별시 강북구 도봉로10길 73","교통단속","200","30","02-901-7266","37.61586","127.0308"
"2023-05-17","송중동","1","서울특별시 강북구 도봉로 62","교통단속","200","30","02-901-7266","37.61468","127.0308"
"2023-05-17","삼양동","1","서울특별시 강북구 솔매로35-1","생활방범","200","30","02-901-7266","37.62551","127.0164"
"2023-05-17","삼양동","1","서울특별시 강북구 솔매로35-1","생활방범","200","30","02-901-7266","37.62551","127.0164"
"2023-05-17","삼양동","1","서울특별시 강북구 솔샘로47나길 17","생활방범","200","30","02-901-7266","37.62119","127.0185"
"2023-05-17","삼양동","1","서울특별시 강북구 삼양로41길 12","생활방범","200","30","02-901-7266","37.62193","127.0195"
"2023-05-17","삼양동","1","서울특별시 강북구 삼양로41길 12","생활방범","200","30","02-901-7266","37.62193","127.0195"
"2023-05-17","삼양동","1","서울특별시 강북구 삼양로41길 12","생활방범","200","30","02-901-7266","37.62193","127.0195"
"2023-05-17","삼양동","1","서울특별시 강북구 삼양로41길 12","생활방범","900","30","02-901-7266","37.62193","127.0195"
"2023-05-17","삼양동","1","서울특별시 강북구 삼양로41길 12","생활방범","200","30","02-901-7266","37.62193","127.0195"
"2023-05-17","삼양동","1","서울특별시 강북구 솔매로17길 23","생활방범","200","30","02-901-7266","37.62622","127.0157"
"2023-05-17","삼양동","1","서울특별시 강북구 솔매로17길 23","생활방범","200","30","02-901-7266","37.62622","127.0157"
"2023-05-17","삼양동","1","서울특별시 강북구 인수봉로17길 13","생활방범","200","30","02-901-7266","37.62485","127.0119"
"2023-05-17","삼양동","1","서울특별시 강북구 인수봉로17길 13","생활방범","200","30","02-901-7266","37.62485","127.0119"
"2023-05-17","삼양동","1","서울특별시 강북구 인수봉로17길 13","생활방범","200","30","02-901-7266","37.62485","127.0119"
"2023-05-17","삼양동","1","서울특별시 강북구 인수봉로20가길 16","생활방범","200","30","02-901-7266","37.62597","127.0131"
"2023-05-17","삼양동","1","서울특별시 강북구 인수봉로20가길 16","생활방범","200","30","02-901-7266","37.62597","127.0131"
"2023-05-17","삼양동","1","서울특별시 강북구 인수봉로20가길 16","생활방범","200","30","02-901-7266","37.62597","127.0131"
"2023-05-17","삼양동","1","서울특별시 강북구 삼양로35길 28","생활방범","200","30","02-901-7266","37.62047","127.0194"
"2023-05-17","삼양동","1","서울특별시 강북구 삼양로63가길 6-4","생활방범","200","30","02-901-7266","37.62769","127.0169"
"2023-05-17","미아동","1","서울특별시 강북구 덕릉로30길 12","생활방범","200","30","02-901-7266","37.63422","127.0253"
"2023-05-17","미아동","1","서울특별시 강북구 도봉로53길 52","생활방범","200","30","02-901-7266","37.62653","127.023"
"2023-05-17","미아동","1","서울특별시 강북구 도봉로53길 52","생활방범","200","30","02-901-7266","37.62653","127.023"
"2023-05-17","미아동","1","서울특별시 강북구 솔매로44길 8","생활방범","200","30","02-901-7266","37.62535","127.0246"
"2023-05-17","미아동","1","서울특별시 강북구 솔매로44길 8","생활방범","200","30","02-901-7266","37.62535","127.0246"
"2023-05-17","미아동","1","서울특별시 강북구 오패산로52길 65","생활방범","200","30","02-901-7266","37.62573","127.0323"
"2023-05-17","미아동","1","서울특별시 강북구 오패산로52길 65","생활방범","200","30","02-901-7266","37.62573","127.0323"
"2023-05-17","미아동","1","서울특별시 강북구 도봉로61길 31","생활방범","200","30","02-901-7266","37.62849","127.0233"
"2023-05-17","미아동","1","서울특별시 강북구 도봉로61길 31","생활방범","200","30","02-901-7266","37.62849","127.0233"
"2023-05-17","미아동","1","서울특별시 강북구 오패산로52사길 61","생활방범","200","30","02-901-7266","37.62886","127.0304"
"2023-05-17","미아동","1","서울특별시 강북구 오패산로60길 10","생활방범","200","30","02-901-7266","37.62612","127.0304"
"2023-05-17","미아동","1","서울특별시 강북구 도봉로53길 28","생활방범","200","30","02-901-7266","37.62664","127.0241"
"2023-05-17","송중동","1","서울특별시 강북구 도봉로24길 9","생활방범","200","30","02-901-7266","37.61955","127.0296"
"2023-05-17","송중동","1","서울특별시 강북구 도봉로24길 9","생활방범","200","30","02-901-7266","37.61955","127.0296"
"2023-05-17","송중동","1","서울특별시 강북구 도봉로28길 58-19","생활방범","200","30","02-901-7266","37.62035","127.0323"
"2023-05-17","송중동","1","서울특별시 강북구 오현로6길 89","생활방범","200","30","02-901-7266","37.61259","127.0329"
"2023-05-17","송중동","1","서울특별시 강북구 오현로6길 89","생활방범","200","30","02-901-7266","37.61259","127.0329"
"2023-05-17","송중동","1","서울특별시 강북구 도봉로10나길 19-11","생활방범","200","30","02-901-7266","37.61432","127.0315"
"2023-05-17","송중동","1","서울특별시 강북구 도봉로10나길 19-11","생활방범","200","30","02-901-7266","37.61432","127.0315"
"2023-05-17","송중동","1","서울특별시 강북구 도봉로24길 33","생활방범","200","30","02-901-7266","37.61986","127.031"
"2023-05-17","송중동","1","서울특별시 강북구 도봉로24길 33","생활방범","650","30","02-901-7266","37.61986","127.031"
"2023-05-17","송중동","1","서울특별시 강북구 도봉로24길 33","생활방범","200","30","02-901-7266","37.61986","127.031"
"2023-05-17","송중동","1","서울특별시 강북구 도봉로24길 33","생활방범","200","30","02-901-7266","37.61986","127.031"
"2023-05-17","송중동","1","서울특별시 강북구 도봉로24길 33","생활방범","200","30","02-901-7266","37.61986","127.031"
"2023-05-17","송중동","1","서울특별시 강북구 월계로21다길 9","생활방범","200","30","02-901-7266","37.61596","127.0385"
"2023-05-17","인수동","1","서울특별시 강북구 수유로 60","생활방범","200","30","02-901-7266","37.63563","127.0206"
"2023-05-17","인수동","1","서울특별시 강북구 수유로 60","생활방범","360","30","02-901-7266","37.63563","127.0206"
"2023-05-17","인수동","1","서울특별시 강북구 수유로 60","생활방범","200","30","02-901-7266","37.63563","127.0206"
"2023-05-17","인수동","1","서울특별시 강북구 수유로 60","생활방범","200","30","02-901-7266","37.63563","127.0206"
"2023-05-17","송천동","1","서울특별시 강북구 솔샘로64다길 48-1","생활방범","200","30","02-901-7266","37.61564","127.0259"
"2023-05-17","송천동","1","서울특별시 강북구 솔샘로65길 27","생활방범","200","30","02-901-7266","37.61835","127.0272"
"2023-05-17","송천동","1","서울특별시 강북구 솔샘로65길 27","생활방범","200","30","02-901-7266","37.61835","127.0272"
"2023-05-17","송천동","1","서울특별시 강북구 솔샘로65길 27","생활방범","200","30","02-901-7266","37.61835","127.0272"
"2023-05-17","송천동","1","서울특별시 강북구 삼양로54마길 51","생활방범","200","30","02-901-7266","37.62106","127.0253"
"2023-05-17","송천동","1","서울특별시 강북구 솔샘로65길 127","생활방범","200","30","02-901-7266","37.62293","127.0253"
"2023-05-17","송천동","1","서울특별시 강북구 삼양로54마길 51","생활방범","200","30","02-901-7266","37.62293","127.0253"
"2023-05-17","송천동","1","서울특별시 강북구 삼양로24가길 12","생활방범","200","30","02-901-7266","37.61762","127.023"
"2023-05-17","송천동","1","서울특별시 강북구 삼양로24가길 12","생활방범","200","30","02-901-7266","37.61762","127.023"
"2023-05-17","송천동","1","서울특별시 강북구 도봉로27길 77","생활방범","200","30","02-901-7266","37.61917","127.0241"
"2023-05-17","삼각산동","1","서울특별시 강북구 삼양로27길 14","생활방범","200","30","02-901-7266","37.61887","127.0191"
"2023-05-17","번1동","1","서울특별시 강북구 도봉로96길 12","생활방범","200","30","02-901-7266","37.64042","127.0296"
"2023-05-17","번1동","1","서울특별시 강북구 도봉로96길 12","생활방범","650","30","02-901-7266","37.64042","127.0296"
"2023-05-17","번1동","1","서울특별시 강북구 도봉로96길 12","생활방범","200","30","02-901-7266","37.64042","127.0296"
"2023-05-17","번1동","1","서울특별시 강북구 도봉로96길 12","생활방범","200","30","02-901-7266","37.64042","127.0296"
"2023-05-17","번1동","1","서울특별시 강북구 도봉로96길 12","생활방범","200","30","02-901-7266","37.64042","127.0296"
"2023-05-17","번1동","1","서울특별시 강북구 오패산로67길 17","생활방범","200","30","02-901-7266","37.63582","127.0272"
"2023-05-17","번1동","1","서울특별시 강북구 한천로124다길 24","생활방범","200","30","02-901-7266","37.63832","127.032"
"2023-05-17","번1동","1","서울특별시 강북구 한천로124다길 24","생활방범","200","30","02-901-7266","37.63832","127.032"
"2023-05-17","번1동","1","서울특별시 강북구 한천로124다길 46","생활방범","200","30","02-901-7266","37.63825","127.0337"
"2023-05-17","번1동","1","서울특별시 강북구 한천로124다길 46","생활방범","200","30","02-901-7266","37.63825","127.0337"
"2023-05-17","번2동","1","서울특별시 강북구 오현로31길 17-6","생활방범","200","30","02-901-7266","37.62978","127.0388"
"2023-05-17","번2동","1","서울특별시 강북구 오현로25나길 33","생활방범","200","30","02-901-7266","37.62689","127.036"
"2023-05-17","번2동","1","서울특별시 강북구 덕릉로40나길 42-1","생활방범","200","30","02-901-7266","37.63461","127.0327"
"2023-05-17","번2동","1","서울특별시 강북구 덕릉로40나길 42-1","생활방범","650","30","02-901-7266","37.63461","127.0327"
"2023-05-17","번2동","1","서울특별시 강북구 덕릉로40나길 42-1","생활방범","200","30","02-901-7266","37.63461","127.0327"
"2023-05-17","번2동","1","서울특별시 강북구 덕릉로40나길 42-1","생활방범","200","30","02-901-7266","37.63461","127.0327"
"2023-05-17","번2동","1","서울특별시 강북구 덕릉로40길 32-24","생활방범","200","30","02-901-7266","37.63351","127.0309"
"2023-05-17","수유1동","1","서울특별시 강북구 인수봉로 110","생활방범","200","30","02-901-7266","37.62943","127.0134"
"2023-05-17","수유1동","1","서울특별시 강북구 수유로8길 13-13","생활방범","200","30","02-901-7266","37.63344","127.0202"
"2023-05-17","수유1동","1","서울특별시 강북구 삼양로81길 15","생활방범","200","30","02-901-7266","37.63116","127.0168"
"2023-05-17","수유1동","1","서울특별시 강북구 인수봉로23길 54","생활방범","200","30","02-901-7266","37.62749","127.0099"
"2023-05-17","수유2동","1","서울특별시 강북구 노해로35길 13-2","생활방범","200","30","02-901-7266","37.64717","127.0246"
"2023-05-17","수유2동","1","서울특별시 강북구 삼양로116길 8","생활방범","200","30","02-901-7266","37.64338","127.0168"
"2023-05-17","수유2동","1","서울특별시 강북구 삼양로124길 37","생활방범","200","30","02-901-7266","37.64604","127.0174"
"2023-05-17","수유2동","1","서울특별시 강북구 노해로33다길 3","생활방범","200","30","02-901-7266","37.64708","127.0206"
"2023-05-17","수유3동","1","서울특별시 강북구 노해로32길 16","생활방범","200","30","02-901-7266","37.64493","127.0248"
"2023-05-17","수유3동","1","서울특별시 강북구 노해로32길 16","생활방범","200","30","02-901-7266","37.64493","127.0248"
"2023-05-17","수유3동","1","서울특별시 강북구 노해로32길 16","생활방범","200","30","02-901-7266","37.64493","127.0248"
"2023-05-17","수유3동","1","서울특별시 강북구 노해로32길 16","생활방범","200","30","02-901-7266","37.64493","127.0248"
"2023-05-17","수유3동","1","서울특별시 강북구 한천로139나길 26","생활방범","200","30","02-901-7266","37.63982","127.0243"
"2023-05-17","수유3동","1","서울특별시 강북구 노해로7가길 2","생활방범","200","30","02-901-7266","37.63775","127.0217"
"2023-05-17","수유3동","1","서울특별시 강북구 수유로17길 19","생활방범","200","30","02-901-7266","37.6368","127.0201"
"2023-05-17","우이동","1","서울특별시 강북구 인수봉로80길 17-20","생활방범","200","30","02-901-7266","37.64576","127.0118"
"2023-05-17","우이동","1","서울특별시 강북구 인수봉로80길 17-20","생활방범","200","30","02-901-7266","37.64576","127.0118"
"2023-05-17","우이동","1","서울특별시 강북구 인수봉로80길 17-20","생활방범","200","30","02-901-7266","37.64576","127.0118"
"2023-05-17","우이동","1","서울특별시 강북구 인수봉로80길 17-20","생활방범","200","30","02-901-7266","37.64576","127.0118"
"2023-05-17","우이동","1","서울특별시 강북구 삼양로169길 38,40","생활방범","200","30","02-901-7266","37.66128","127.0111"
"2023-05-17","우이동","1","서울특별시 강북구 삼양로169길 40","생활방범","200","30","02-901-7266","37.66128","127.0111"
"2023-05-17","우이동","1","서울특별시 강북구 삼양로169길 84 ","생활방범","200","30","02-901-7266","37.66108","127.0088"
"2023-05-17","우이동","1","서울특별시 강북구 삼양로169길 84 ","생활방범","200","30","02-901-7266","37.66108","127.0088"
"2023-05-17","우이동","1","서울특별시 강북구 삼양로165길 25-7","생활방범","200","30","02-901-7266","37.66027","127.013"
"2023-05-17","우이동","1","서울특별시 강북구 삼양로165길 25-7","생활방범","200","30","02-901-7266","37.66027","127.013"
"2023-05-17","우이동","1","서울특별시 강북구 삼양로 609-28","생활방범","200","30","02-901-7266","37.65809","127.0128"
"2023-05-17","인수동","1","서울특별시 강북구 인수봉로60길 13","생활방범","200","30","02-901-7266","37.63767","127.0142"
"2023-05-17","인수동","1","서울특별시 강북구 삼양로91가길 19","생활방범","200","30","02-901-7266","37.63587","127.016"
"2023-05-17","인수동","1","서울특별시 강북구 삼양로109길 16","생활방범","200","30","02-901-7266","37.64186","127.016"
"2023-05-17","인수동","1","서울특별시 강북구 인수봉로76길 16","생활방범","200","30","02-901-7266","37.64355","127.0117"
"2023-05-17","인수동","1","서울특별시 강북구 인수봉로70길 4","생활방범","200","30","02-901-7266","37.64078","127.0115"
"2023-05-17","인수동","1","서울특별시 강북구 인수봉로 289","어린이보호","200","30","02-901-7266","37.6445","127.0107"
"2023-05-17","인수동","1","서울특별시 강북구 인수봉로 289","교통단속","200","30","02-901-7266","37.64447","127.0106"
"2023-05-17","인수동","1","서울특별시 강북구 인수봉로 289","어린이보호","900","30","02-901-7266","37.64445","127.0107"
"2023-05-17","인수동","1","서울특별시 강북구 인수봉로 260","어린이보호","200","30","02-901-7266","37.64202","127.011"
"2023-05-17","인수동","1","서울특별시 강북구 인수봉로 260","교통단속","200","30","02-901-7266","37.64195","127.011"
"2023-05-17","인수동","1","서울특별시 강북구 인수봉로 260","어린이보호","900","30","02-901-7266","37.64204","127.0111"
"2023-05-17","번3동","1","서울특별시 강북구 오현로 186","어린이보호","200","30","02-901-7266","37.62827","127.039"
"2023-05-17","번3동","1","서울특별시 강북구 오현로 186","교통단속","200","30","02-901-7266","37.62822","127.0389"
"2023-05-17","번3동","1","서울특별시 강북구 오현로 186","어린이보호","900","30","02-901-7266","37.62831","127.039"
"2023-05-17","삼각산동","1","서울특별시 강북구 삼양로19길 153","어린이보호","200","30","02-901-7266","37.61712","127.0153"
"2023-05-17","삼각산동","1","서울특별시 강북구 삼양로19길?153","교통단속","200","30","02-901-7266","37.61704","127.0153"
"2023-05-17","삼각산동","1","서울특별시 강북구 삼양로19길 153","어린이보호","900","30","02-901-7266","37.61712","127.0152"
"2023-05-17","삼각산동","1","서울특별시 강북구 솔샘로 160","어린이보호","200","30","02-901-7266","37.61935","127.0106"
"2023-05-17","삼각산동","1","서울특별시 강북구 솔샘로 160","교통단속","200","30","02-901-7266","37.61941","127.0107"
"2023-05-17","삼각산동","1","서울특별시 강북구 솔샘로 160","어린이보호","900","30","02-901-7266","37.6194","127.0106"
"2023-05-17","우이동","1","서울특별시 강북구 삼양로138길 19","생활방범","200","30","02-901-7266","37.64921","127.0149"
"2023-05-17","우이동","1","서울특별시 강북구 삼양로138길 19","생활방범","200","30","02-901-7266","37.64942","127.0148"
"2023-05-17","인수동","1","서울특별시 강북구 4.19로21길 40","생활방범","200","30","02-901-7266","37.64482","127.0068"
"2023-05-17","인수동","1","서울특별시 강북구 4.19로17길 42-3","생활방범","200","30","02-901-7266","37.6436","127.006"
"2023-05-17","인수동","1","서울특별시 강북구 삼양로93길 27","생활방범","200","30","02-901-7266","37.63788","127.0155"
"2023-05-17","미아동","1","서울특별시 강북구 솔매로52길 27","생활방범","200","30","02-901-7266","37.62585","127.0289"
"2023-05-17","미아동","1","서울특별시 강북구 솔매로43길 96","생활방범","200","30","02-901-7266","37.62999","127.0228"
"2023-05-17","미아동","1","서울특별시 강북구 도봉로49길 54","생활방범","200","30","02-901-7266","37.62461","127.0236"
"2023-05-17","미아동","1","서울특별시 강북구 덕릉로30길 9-14","생활방범","200","30","02-901-7266","37.63429","127.0261"
"2023-05-17","번1동","1","서울특별시 강북구 한천로124길 61","생활방범","200","30","02-901-7266","37.63881","127.0295"
"2023-05-17","번1동","1","서울특별시 강북구 한천로124길 61","생활방범","360","30","02-901-7266","37.63881","127.0295"
"2023-05-17","번1동","1","서울특별시 강북구 한천로124길 61","생활방범","200","30","02-901-7266","37.63881","127.0295"
"2023-05-17","번1동","1","서울특별시 강북구 한천로124길 61","생활방범","200","30","02-901-7266","37.63881","127.0295"
"2023-05-17","번2동","1","서울특별시 강북구 번동 산23-14","생활방범","200","30","02-901-7266","37.62836","127.0367"
"2023-05-17","번3동","1","서울특별시 강북구 오현로180","생활방범","200","30","02-901-7266","37.62671","127.0386"
"2023-05-17","번3동","1","서울특별시 강북구 오현로180","생활방범","900","30","02-901-7266","37.62671","127.0386"
"2023-05-17","삼양동","1","서울특별시 강북구 인수봉로6나길 21","생활방범","200","30","02-901-7266","37.62244","127.0172"
"2023-05-17","삼양동","1","서울특별시 강북구 인수봉로6나길 21","생활방범","200","30","02-901-7266","37.62244","127.0172"
"2023-05-17","삼양동","1","서울특별시 강북구 인수봉로6나길 21","생활방범","200","30","02-901-7266","37.62244","127.0172"
"2023-05-17","삼양동","1","서울특별시 강북구 인수봉로12길 34","생활방범","200","30","02-901-7266","37.62314","127.0148"
"2023-05-17","삼양동","1","서울특별시 강북구 인수봉로12길 34","생활방범","200","30","02-901-7266","37.62314","127.0148"
"2023-05-17","삼양동","1","서울특별시 강북구 인수봉로12길 34","생활방범","200","30","02-901-7266","37.62314","127.0148"
"2023-05-17","삼양동","1","서울특별시 강북구 도봉로61길 75","생활방범","200","30","02-901-7266","37.62794","127.0208"
"2023-05-17","삼양동","1","서울특별시 강북구 인수봉로12가길 15","생활방범","200","30","02-901-7266","37.62374","127.0144"
"2023-05-17","삼양동","1","서울특별시 강북구 인수봉로12가길 15","생활방범","200","30","02-901-7266","37.62374","127.0144"
"2023-05-17","삼양동","1","서울특별시 강북구 인수봉로12가길 15","생활방범","200","30","02-901-7266","37.62374","127.0144"
"2023-05-17","삼양동","1","서울특별시 강북구 삼양로64길 22","생활방범","200","30","02-901-7266","37.62779","127.0193"
"2023-05-17","삼양동","1","서울특별시 강북구 삼양로64길22","생활방범","200","30","02-901-7266","37.62779","127.0193"
"2023-05-17","삼양동","1","서울특별시 강북구 삼양로64길22","생활방범","200","30","02-901-7266","37.62779","127.0193"
"2023-05-17","삼양동","1","서울특별시 강북구 인수봉로12길 6","생활방범","200","30","02-901-7266","37.6236","127.0135"
"2023-05-17","삼양동","1","서울특별시 강북구 인수봉로12길 6","생활방범","200","30","02-901-7266","37.6236","127.0135"
"2023-05-17","삼양동","1","서울특별시 강북구 인수봉로12길 6","생활방범","200","30","02-901-7266","37.6236","127.0135"
"2023-05-17","삼양동","1","서울특별시 강북구 솔매로10길 18","생활방범","200","30","02-901-7266","37.62466","127.0137"
"2023-05-17","삼양동","1","서울특별시 강북구 솔매로17길 42","생활방범","200","30","02-901-7266","37.62656","127.0146"
"2023-05-17","삼양동","1","서울특별시 강북구 솔매로17길 42","생활방범","200","30","02-901-7266","37.62656","127.0146"
"2023-05-17","삼양동","1","서울특별시 강북구 솔매로17길 42","생활방범","200","30","02-901-7266","37.62656","127.0146"
"2023-05-17","송중동","1","서울특별시 강북구 도봉로8길 58","생활방범","200","30","02-901-7266","37.61127","127.0328"
